subset,clase,archivo,participante,mano,toma,frame_original,ruta_original
train,scissors,scissors_02033.jpg,p2,,gestos_p2_20260914-165026,33,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00033.jpg
train,scissors,scissors_02034.jpg,p2,,gestos_p2_20260914-165026,34,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00034.jpg
train,scissors,scissors_02035.jpg,p2,,gestos_p2_20260914-165026,35,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00035.jpg
train,scissors,scissors_02036.jpg,p2,,gestos_p2_20260914-165026,36,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00036.jpg
train,scissors,scissors_02037.jpg,p2,,gestos_p2_20260914-165026,37,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00037.jpg
train,scissors,scissors_02038.jpg,p2,,gestos_p2_20260914-165026,38,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00038.jpg
train,scissors,scissors_02039.jpg,p2,,gestos_p2_20260914-165026,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00039.jpg
train,scissors,scissors_02040.jpg,p2,,gestos_p2_20260914-165026,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00040.jpg
train,scissors,scissors_02041.jpg,p2,,gestos_p2_20260914-165026,41,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00041.jpg
train,scissors,scissors_02042.jpg,p2,,gestos_p2_20260914-165026,42,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00042.jpg
train,scissors,scissors_02043.jpg,p2,,gestos_p2_20260914-165026,43,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00043.jpg
train,scissors,scissors_02044.jpg,p2,,gestos_p2_20260914-165026,44,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00044.jpg
train,scissors,scissors_02045.jpg,p2,,gestos_p2_20260914-165026,45,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00045.jpg
train,scissors,scissors_02046.jpg,p2,,gestos_p2_20260914-165026,46,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00046.jpg
train,scissors,scissors_02047.jpg,p2,,gestos_p2_20260914-165026,47,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00047.jpg
train,scissors,scissors_02048.jpg,p2,,gestos_p2_20260914-165026,48,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00048.jpg
train,scissors,scissors_02049.jpg,p2,,gestos_p2_20260914-165026,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00049.jpg
train,scissors,scissors_02050.jpg,p2,,gestos_p2_20260914-165026,50,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00050.jpg
train,scissors,scissors_02051.jpg,p2,,gestos_p2_20260914-165026,51,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00051.jpg
train,scissors,scissors_02052.jpg,p2,,gestos_p2_20260914-165026,52,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00052.jpg
train,scissors,scissors_02053.jpg,p2,,gestos_p2_20260914-165026,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00053.jpg
train,scissors,scissors_02054.jpg,p2,,gestos_p2_20260914-165026,54,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00054.jpg
train,scissors,scissors_02055.jpg,p2,,gestos_p2_20260914-165026,55,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00055.jpg
train,scissors,scissors_02056.jpg,p2,,gestos_p2_20260914-165026,56,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00056.jpg
train,scissors,scissors_02057.jpg,p2,,gestos_p2_20260914-165026,57,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00057.jpg
train,scissors,scissors_02058.jpg,p2,,gestos_p2_20260914-165026,58,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00058.jpg
train,scissors,scissors_02059.jpg,p2,,gestos_p2_20260914-165026,59,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00059.jpg
train,scissors,scissors_02060.jpg,p2,,gestos_p2_20260914-165026,60,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00060.jpg
train,scissors,scissors_02061.jpg,p2,,gestos_p2_20260914-165026,61,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00061.jpg
train,scissors,scissors_02062.jpg,p2,,gestos_p2_20260914-165026,62,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00062.jpg
train,scissors,scissors_02063.jpg,p2,,gestos_p2_20260914-165026,63,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00063.jpg
train,scissors,scissors_02064.jpg,p2,,gestos_p2_20260914-165026,64,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00064.jpg
train,scissors,scissors_02065.jpg,p2,,gestos_p2_20260914-165026,65,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00065.jpg
train,scissors,scissors_02066.jpg,p2,,gestos_p2_20260914-165026,66,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00066.jpg
train,scissors,scissors_02067.jpg,p2,,gestos_p2_20260914-165026,67,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00067.jpg
train,scissors,scissors_02068.jpg,p2,,gestos_p2_20260914-165026,68,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00068.jpg
train,scissors,scissors_02069.jpg,p2,,gestos_p2_20260914-165026,69,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00069.jpg
train,scissors,scissors_02070.jpg,p2,,gestos_p2_20260914-165026,70,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\scissors\scissors_00070.jpg
train,thumbsup,thumbsup_02001.jpg,p2,,gestos_p2_20260914-165026,1,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00001.jpg
train,thumbsup,thumbsup_02002.jpg,p2,,gestos_p2_20260914-165026,2,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00002.jpg
train,thumbsup,thumbsup_02003.jpg,p2,,gestos_p2_20260914-165026,3,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00003.jpg
train,thumbsup,thumbsup_02004.jpg,p2,,gestos_p2_20260914-165026,4,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00004.jpg
train,thumbsup,thumbsup_02005.jpg,p2,,gestos_p2_20260914-165026,5,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00005.jpg
train,thumbsup,thumbsup_02006.jpg,p2,,gestos_p2_20260914-165026,6,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00006.jpg
train,thumbsup,thumbsup_02007.jpg,p2,,gestos_p2_20260914-165026,7,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00007.jpg
train,thumbsup,thumbsup_02008.jpg,p2,,gestos_p2_20260914-165026,8,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00008.jpg
train,thumbsup,thumbsup_02009.jpg,p2,,gestos_p2_20260914-165026,9,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00009.jpg
train,thumbsup,thumbsup_02010.jpg,p2,,gestos_p2_20260914-165026,10,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00010.jpg
train,thumbsup,thumbsup_02011.jpg,p2,,gestos_p2_20260914-165026,11,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00011.jpg
train,thumbsup,thumbsup_02012.jpg,p2,,gestos_p2_20260914-165026,12,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00012.jpg
train,thumbsup,thumbsup_02013.jpg,p2,,gestos_p2_20260914-165026,13,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00013.jpg
train,thumbsup,thumbsup_02014.jpg,p2,,gestos_p2_20260914-165026,14,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00014.jpg
train,thumbsup,thumbsup_02015.jpg,p2,,gestos_p2_20260914-165026,15,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00015.jpg
train,thumbsup,thumbsup_02016.jpg,p2,,gestos_p2_20260914-165026,16,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00016.jpg
train,thumbsup,thumbsup_02017.jpg,p2,,gestos_p2_20260914-165026,17,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00017.jpg
train,thumbsup,thumbsup_02018.jpg,p2,,gestos_p2_20260914-165026,18,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00018.jpg
train,thumbsup,thumbsup_02019.jpg,p2,,gestos_p2_20260914-165026,19,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00019.jpg
train,thumbsup,thumbsup_02020.jpg,p2,,gestos_p2_20260914-165026,20,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00020.jpg
train,thumbsup,thumbsup_02021.jpg,p2,,gestos_p2_20260914-165026,21,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00021.jpg
train,thumbsup,thumbsup_02022.jpg,p2,,gestos_p2_20260914-165026,22,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00022.jpg
train,thumbsup,thumbsup_02023.jpg,p2,,gestos_p2_20260914-165026,23,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00023.jpg
train,thumbsup,thumbsup_02024.jpg,p2,,gestos_p2_20260914-165026,24,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00024.jpg
train,thumbsup,thumbsup_02025.jpg,p2,,gestos_p2_20260914-165026,25,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00025.jpg
train,thumbsup,thumbsup_02026.jpg,p2,,gestos_p2_20260914-165026,26,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00026.jpg
train,thumbsup,thumbsup_02027.jpg,p2,,gestos_p2_20260914-165026,27,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00027.jpg
train,thumbsup,thumbsup_02028.jpg,p2,,gestos_p2_20260914-165026,28,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00028.jpg
train,thumbsup,thumbsup_02029.jpg,p2,,gestos_p2_20260914-165026,29,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00029.jpg
train,thumbsup,thumbsup_02030.jpg,p2,,gestos_p2_20260914-165026,30,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00030.jpg
train,thumbsup,thumbsup_02031.jpg,p2,,gestos_p2_20260914-165026,31,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00031.jpg
train,thumbsup,thumbsup_02032.jpg,p2,,gestos_p2_20260914-165026,32,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00032.jpg
train,thumbsup,thumbsup_02033.jpg,p2,,gestos_p2_20260914-165026,33,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00033.jpg
train,thumbsup,thumbsup_02034.jpg,p2,,gestos_p2_20260914-165026,34,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00034.jpg
train,thumbsup,thumbsup_02035.jpg,p2,,gestos_p2_20260914-165026,35,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00035.jpg
train,thumbsup,thumbsup_02036.jpg,p2,,gestos_p2_20260914-165026,36,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00036.jpg
train,thumbsup,thumbsup_02037.jpg,p2,,gestos_p2_20260914-165026,37,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00037.jpg
train,thumbsup,thumbsup_02038.jpg,p2,,gestos_p2_20260914-165026,38,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00038.jpg
train,thumbsup,thumbsup_02039.jpg,p2,,gestos_p2_20260914-165026,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00039.jpg
train,thumbsup,thumbsup_02040.jpg,p2,,gestos_p2_20260914-165026,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00040.jpg
train,thumbsup,thumbsup_02041.jpg,p2,,gestos_p2_20260914-165026,41,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00041.jpg
train,thumbsup,thumbsup_02042.jpg,p2,,gestos_p2_20260914-165026,42,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00042.jpg
train,thumbsup,thumbsup_02043.jpg,p2,,gestos_p2_20260914-165026,43,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00043.jpg
train,thumbsup,thumbsup_02044.jpg,p2,,gestos_p2_20260914-165026,44,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00044.jpg
train,thumbsup,thumbsup_02045.jpg,p2,,gestos_p2_20260914-165026,45,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00045.jpg
train,thumbsup,thumbsup_02046.jpg,p2,,gestos_p2_20260914-165026,46,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00046.jpg
train,thumbsup,thumbsup_02047.jpg,p2,,gestos_p2_20260914-165026,47,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00047.jpg
train,thumbsup,thumbsup_02048.jpg,p2,,gestos_p2_20260914-165026,48,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00048.jpg
train,thumbsup,thumbsup_02049.jpg,p2,,gestos_p2_20260914-165026,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00049.jpg
train,thumbsup,thumbsup_02050.jpg,p2,,gestos_p2_20260914-165026,50,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00050.jpg
train,thumbsup,thumbsup_02051.jpg,p2,,gestos_p2_20260914-165026,51,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00051.jpg
train,thumbsup,thumbsup_02052.jpg,p2,,gestos_p2_20260914-165026,52,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00052.jpg
train,thumbsup,thumbsup_02053.jpg,p2,,gestos_p2_20260914-165026,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00053.jpg
train,thumbsup,thumbsup_02054.jpg,p2,,gestos_p2_20260914-165026,54,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00054.jpg
train,thumbsup,thumbsup_02055.jpg,p2,,gestos_p2_20260914-165026,55,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00055.jpg
train,thumbsup,thumbsup_02056.jpg,p2,,gestos_p2_20260914-165026,56,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00056.jpg
train,thumbsup,thumbsup_02057.jpg,p2,,gestos_p2_20260914-165026,57,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00057.jpg
train,thumbsup,thumbsup_02058.jpg,p2,,gestos_p2_20260914-165026,58,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00058.jpg
train,thumbsup,thumbsup_02059.jpg,p2,,gestos_p2_20260914-165026,59,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00059.jpg
train,thumbsup,thumbsup_02060.jpg,p2,,gestos_p2_20260914-165026,60,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00060.jpg
train,thumbsup,thumbsup_02061.jpg,p2,,gestos_p2_20260914-165026,61,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00061.jpg
train,thumbsup,thumbsup_02062.jpg,p2,,gestos_p2_20260914-165026,62,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00062.jpg
train,thumbsup,thumbsup_02063.jpg,p2,,gestos_p2_20260914-165026,63,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00063.jpg
train,thumbsup,thumbsup_02064.jpg,p2,,gestos_p2_20260914-165026,64,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00064.jpg
train,thumbsup,thumbsup_02065.jpg,p2,,gestos_p2_20260914-165026,65,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00065.jpg
train,thumbsup,thumbsup_02066.jpg,p2,,gestos_p2_20260914-165026,66,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00066.jpg
train,thumbsup,thumbsup_02067.jpg,p2,,gestos_p2_20260914-165026,67,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00067.jpg
train,thumbsup,thumbsup_02068.jpg,p2,,gestos_p2_20260914-165026,68,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00068.jpg
train,thumbsup,thumbsup_02069.jpg,p2,,gestos_p2_20260914-165026,69,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00069.jpg
train,thumbsup,thumbsup_02070.jpg,p2,,gestos_p2_20260914-165026,70,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\thumbsup\thumbsup_00070.jpg
test,ok,ok_02071.jpg,p2,,gestos_p2_20260914-165026,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00071.jpg
test,ok,ok_02072.jpg,p2,,gestos_p2_20260914-165026,72,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00072.jpg
test,ok,ok_02073.jpg,p2,,gestos_p2_20260914-165026,73,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00073.jpg
test,ok,ok_02074.jpg,p2,,gestos_p2_20260914-165026,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00074.jpg
test,ok,ok_02075.jpg,p2,,gestos_p2_20260914-165026,75,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00075.jpg
test,ok,ok_02076.jpg,p2,,gestos_p2_20260914-165026,76,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00076.jpg
test,ok,ok_02077.jpg,p2,,gestos_p2_20260914-165026,77,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00077.jpg
test,ok,ok_02078.jpg,p2,,gestos_p2_20260914-165026,78,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00078.jpg
test,ok,ok_02079.jpg,p2,,gestos_p2_20260914-165026,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00079.jpg
test,ok,ok_02080.jpg,p2,,gestos_p2_20260914-165026,80,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00080.jpg
test,ok,ok_02081.jpg,p2,,gestos_p2_20260914-165026,81,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00081.jpg
test,ok,ok_02082.jpg,p2,,gestos_p2_20260914-165026,82,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00082.jpg
test,ok,ok_02083.jpg,p2,,gestos_p2_20260914-165026,83,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00083.jpg
test,ok,ok_02084.jpg,p2,,gestos_p2_20260914-165026,84,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00084.jpg
test,ok,ok_02085.jpg,p2,,gestos_p2_20260914-165026,85,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00085.jpg
test,ok,ok_02086.jpg,p2,,gestos_p2_20260914-165026,86,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00086.jpg
